,Longitude,Latitude,Name.of.School.x,Location,Data.x,Name.of.School.y,Type,Specialty,ISAT.Exceeding.Math..,ISAT.Exceeding.Reading...,Closed,Magnet,Magnet2,Testing,Type2
270,-87.67071879,41.88298698,William H Brown Elementary School,"(-87.67071879, 41.88298698)",2,William H Brown Elementary School,Magnet Cluster,STEM,10.2,3.2,0,1,1,0,Magnet Cluster
273,-87.66985204,41.93796493,Augustus H Burley Elementary School,"(-87.66985204, 41.93796493)",2,Augustus H Burley Elementary School,Magnet Cluster,STEM,54.2,53.3,0,1,1,0,Magnet Cluster
279,-87.66864691,41.91233061,Jonathan Burr Elementary School,"(-87.66864691, 41.91233061)",2,Jonathan Burr Elementary School,Magnet Cluster,Language,29.1,22.2,0,1,1,0,Magnet Cluster
283,-87.66813597,41.7384262,Foster Park Elementary School,"(-87.66813597, 41.7384262)",2,Foster Park Elementary School,Magnet Cluster,Arts,8,5.7,0,1,1,0,Magnet Cluster
296,-87.66538928,41.89179703,James Otis Elementary School,"(-87.66538928, 41.89179703)",2,James Otis Elementary School,Magnet Cluster,Language,21.8,11.1,0,1,1,0,Magnet Cluster
297,-87.66505758,41.90891372,Rodolfo Lozano Bilingual & International Ctr ES,"(-87.66505758, 41.90891372)",2,Rodolfo Lozano Bilingual & International Center Elementary School,Magnet Cluster,Language,9.3,11.3,0,1,1,0,Magnet Cluster
299,-87.66495825,41.95080812,James G Blaine Elementary School,"(-87.66495825, 41.95080812)",2,James G Blaine Elementary School,Magnet Cluster,Arts,61.3,50.1,0,1,1,0,Magnet Cluster
310,-87.65833342,41.98915734,George B Swift Elementary Specialty School,"(-87.65833342, 41.98915734)",2,George B Swift Elementary Specialty School,Magnet Cluster,Arts,25.4,16.2,0,1,1,0,Magnet Cluster
314,-87.6579887,41.85600113,Manuel Perez Elementary School,"(-87.6579887, 41.85600113)",2,Manuel Perez Elementary School,Magnet Cluster,Arts,14.8,8.7,0,1,1,0,Magnet Cluster
315,-87.65794915,41.97581137,William C Goudy Elementary School,"(-87.65794915, 41.97581137)",2,William C Goudy Elementary School,Magnet Cluster,STEM,30.8,23.6,0,1,1,0,Magnet Cluster
320,-87.65619167,41.93412004,Louis A Agassiz Elementary School,"(-87.65619167, 41.93412004)",2,Louis A Agassiz Elementary School,Magnet Cluster,Arts,27.5,27.5,0,1,1,0,Magnet Cluster
321,-87.65544435,41.72966698,Fort Dearborn Elementary School,"(-87.65544435, 41.72966698)",2,Fort Dearborn Elementary School,Magnet Cluster,Arts,25.2,14.1,0,1,1,0,Magnet Cluster
324,-87.65380002,41.83805473,Charles N Holden Elementary School,"(-87.65380002, 41.83805473)",2,Charles N Holden Elementary School,Magnet Cluster,Arts,16.7,11.5,0,1,1,0,Magnet Cluster
333,-87.65097549,41.95283701,Horace Greeley Elementary School,"(-87.65097549, 41.95283701)",2,Horace Greeley Elementary School,Magnet Cluster,Language,26.9,16.3,0,1,1,0,Magnet Cluster
338,-87.64971223,41.95997841,Joseph Brennemann Elementary School,"(-87.64971223, 41.95997841)",2,Joseph Brennemann Elementary School,Magnet Cluster,Arts,18.1,10.9,0,1,1,0,Magnet Cluster
344,-87.64748868,41.7849277,Nicholson Technology Academy,"(-87.64748868, 41.7849277)",2,Nicholson Technology Academy,Magnet Cluster,STEM,22.6,8.9,0,1,1,0,Magnet Cluster
345,-87.64702985,41.68100687,Thomas J Higgins Elementary Community Academy,"(-87.64702985, 41.68100687)",2,Thomas J Higgins Elementary Community Academy,Magnet Cluster,Arts,19.1,9.8,0,1,1,0,Magnet Cluster
354,-87.64459776,41.94162999,Louis Nettelhorst Elementary School,"(-87.64459776, 41.94162999)",2,Louis Nettelhorst Elementary School,Magnet Cluster,Arts,38.2,42.4,0,1,1,0,Magnet Cluster
357,-87.642615,41.7956493,Dewey Elementary Academy of Fine Arts,"(-87.642615, 41.7956493)",2,Dewey Elementary Academy of Fine Arts,Magnet Cluster,Arts,3.3,0.5,0,1,1,0,Magnet Cluster
362,-87.64101894,41.90205805,Edward Jenner Elementary Academy of the Arts,"(-87.64101894, 41.90205805)",2,Edward Jenner Elementary Academy of the Arts,Magnet Cluster,Arts,8.2,1.3,0,1,1,0,Magnet Cluster
366,-87.63993763,41.69651565,Dunne Technology Academy,"(-87.63993763, 41.69651565)",2,Dunne Technology Academy,Magnet Cluster,STEM,24.7,17.2,0,1,1,0,Magnet Cluster
368,-87.63948475,41.72365391,Rudyard Kipling Elementary School,"(-87.63948475, 41.72365391)",2,Rudyard Kipling Elementary School,Magnet Cluster,Arts,20.9,21.2,0,1,1,0,Magnet Cluster
369,-87.63926881,41.7156643,Medgar Evers Elementary School,"(-87.63926881, 41.7156643)",2,Medgar Evers Elementary School,Magnet Cluster,Arts,17.3,14.8,0,1,1,0,Magnet Cluster
370,-87.63892027,41.66484509,Ronald Brown Elementary Community Academy,"(-87.63892027, 41.66484509)",2,Ronald Brown Elementary Community Academy,Magnet Cluster,Arts,13.4,12.5,0,1,1,0,Magnet Cluster
375,-87.63531815,41.84395162,James Ward Elementary School,"(-87.63531815, 41.84395162)",2,James Ward Elementary School,Magnet Cluster,Language,51.1,23.8,0,1,1,0,Magnet Cluster
379,-87.63378596,41.84993116,John Charles Haines Elementary School,"(-87.63378596, 41.84993116)",2,John Charles Haines Elementary School,Magnet Cluster,STEM,45,25.7,0,1,1,0,Magnet Cluster
382,-87.63359476,41.68663682,Alex Haley Elementary Academy,"(-87.63359476, 41.68663682)",2,Alex Haley Elementary Academy,Magnet Cluster,Arts,11.6,1.9,0,1,1,0,Magnet Cluster
386,-87.62985093,41.70536999,Langston Hughes Elementary School,"(-87.62985093, 41.70536999)",2,Langston Hughes Elementary School,Magnet Cluster,Language,8.2,6.1,0,1,1,0,Magnet Cluster
397,-87.62368165,41.72529635,Frank L Gillespie Elementary School,"(-87.62368165, 41.72529635)",2,Frank L Gillespie Elementary School,Magnet Cluster,STEM,7.6,5.6,0,1,1,0,Magnet Cluster
399,-87.62258098,41.67058298,Samuel Gompers Fine Arts Options ES,"(-87.62258098, 41.67058298)",2,Samuel Gompers Fine Arts Options Elementary School,Magnet Cluster,Arts,13.5,8.5,0,1,1,0,Magnet Cluster
415,-87.61434156,41.65376037,William E B Dubois Elementary School,"(-87.61434156, 41.65376037)",2,William E B Dubois Elementary School,Magnet Cluster,Language,7.9,5,0,1,1,0,Magnet Cluster
427,-87.60792289,41.74036711,John T Pirie Fine Arts & Academic Center ES,"(-87.60792289, 41.74036711)",2,John T Pirie Fine Arts & Academic Center Elementary School,Magnet Cluster,Arts,10.7,20.9,0,1,1,0,Magnet Cluster
440,-87.59952683,41.65367428,George Washington Carver Primary School,"(-87.59952683, 41.65367428)",2,George Washington Carver Primary School,Magnet Cluster,Arts,9.4,8,0,1,1,0,Magnet Cluster
445,-87.59629327,41.72853492,Harold Washington Elementary School,"(-87.59629327, 41.72853492)",2,Harold Washington Elementary School,Magnet Cluster,Arts,16,13.1,0,1,1,0,Magnet Cluster
446,-87.59471544,41.79234967,William H Ray Elementary School,"(-87.59471544, 41.79234967)",2,William H Ray Elementary School,Magnet Cluster,Language,31.8,35.2,0,1,1,0,Magnet Cluster
450,-87.59161761,41.74826636,Avalon Park Elementary School,"(-87.59161761, 41.74826636)",2,Avalon Park Elementary School,Magnet Cluster,Arts,7.9,5.1,0,1,1,0,Magnet Cluster
452,-87.59067582,41.75955224,James Madison Elementary School,"(-87.59067582, 41.75955224)",2,James Madison Elementary School,Magnet Cluster,Arts,14.1,5.1,0,1,1,0,Magnet Cluster
469,-87.56593332,41.74142687,Edward Coles Elementary Language Academy,"(-87.56593332, 41.74142687)",2,Edward Coles Elementary Language Academy,Magnet Cluster,Language,16.7,5.7,0,1,1,0,Magnet Cluster
473,-87.55334334,41.66245712,Virgil Grissom Elementary School,"(-87.55334334, 41.66245712)",2,Virgil Grissom Elementary School,Magnet Cluster,Arts,22,17.7,0,1,1,0,Magnet Cluster
474,-87.55282373,41.73168217,Arnold Mireles Elementary Academy,"(-87.55282373, 41.73168217)",2,Arnold Mireles Elementary Academy,Magnet Cluster,Language,7.6,5.4,0,1,1,0,Magnet Cluster
480,-87.542891,41.7438302,William K New Sullivan Elementary School,"(-87.542891, 41.7438302)",2,William K New Sullivan Elementary School,Magnet Cluster,Arts,2.9,5.8,0,1,1,0,Magnet Cluster
1,-87.84105162,41.97368728,Everett McKinley Dirksen Elementary School,"(-87.84105162, 41.97368728)",2,Everett McKinley Dirksen Elementary School,Open Enrollment,General,32.8,25.5,0,0,0,0,Open Enrollment
2,-87.8293319,41.94799245,Arthur E Canty Elementary School,"(-87.8293319, 41.94799245)",2,Arthur E Canty Elementary School,Open Enrollment,General,47.4,34.2,0,0,0,0,Open Enrollment
4,-87.81380814,41.99422812,Edison Park Elementary School,"(-87.81380814, 41.99422812)",2,Edison Park Elementary School,Open Enrollment,General,27.7,32.6,0,0,0,0,Open Enrollment
5,-87.813168,41.94254335,William E Dever Elementary School,"(-87.813168, 41.94254335)",2,William E Dever Elementary School,Open Enrollment,General,31.5,27.9,0,0,0,0,Open Enrollment
6,-87.81209057,41.97851501,Oriole Park Elementary School,"(-87.81209057, 41.97851501)",2,Oriole Park Elementary School,Open Enrollment,General,75.1,54.7,0,0,0,0,Open Enrollment
10,-87.79870722,41.94915063,Norman A Bridge Elementary School,"(-87.79870722, 41.94915063)",2,Norman A Bridge Elementary School,Open Enrollment,General,27.8,18.9,0,0,0,0,Open Enrollment
11,-87.79619832,41.97635262,John W Garvy Elementary School,"(-87.79619832, 41.97635262)",2,John W Garvy Elementary School,Open Enrollment,General,34.4,33.5,0,0,0,0,Open Enrollment
12,-87.79564085,41.93176301,Josephine C Locke Elementary School,"(-87.79564085, 41.93176301)",2,Josephine C Locke Elementary School,Open Enrollment,General,21.1,15.6,0,0,0,0,Open Enrollment
13,-87.79308113,41.99381787,William J Onahan Elementary School,"(-87.79308113, 41.99381787)",2,William J Onahan Elementary School,Open Enrollment,General,35.1,29.6,0,0,0,0,Open Enrollment
14,-87.79150778,41.79503029,Michael M Byrne Elementary School,"(-87.79150778, 41.79503029)",2,Michael M Byrne Elementary School,Open Enrollment,General,23.1,24.8,0,0,0,0,Open Enrollment
18,-87.78764009,41.78092716,John C Dore Elementary School,"(-87.78764009, 41.78092716)",2,John C Dore Elementary School,Open Enrollment,General,43.8,25.3,0,0,0,0,Open Enrollment
19,-87.78393402,41.91269042,Joseph Lovett Elementary School,"(-87.78393402, 41.91269042)",2,Joseph Lovett Elementary School,Open Enrollment,General,9.1,8.3,0,0,0,0,Open Enrollment
20,-87.78266267,41.91759334,Luther Burbank Elementary School,"(-87.78266267, 41.91759334)",2,Luther Burbank Elementary School,Open Enrollment,General,20.6,11.3,0,0,0,0,Open Enrollment
21,-87.78201198,41.95889037,Washington D Smyser Elementary School,"(-87.78201198, 41.95889037)",2,Washington D Smyser Elementary School,Open Enrollment,General,36.5,27.5,0,0,0,0,Open Enrollment
22,-87.7791043,41.78970398,John H Kinzie Elementary School,"(-87.7791043, 41.78970398)",2,John H Kinzie Elementary School,Open Enrollment,General,32.6,19.7,0,0,0,0,Open Enrollment
23,-87.77908614,41.98367756,Rufus M Hitch Elementary School,"(-87.77908614, 41.98367756)",2,Rufus M Hitch Elementary School,Open Enrollment,General,29.5,24.7,0,0,0,0,Open Enrollment
26,-87.77713699,41.93417898,Mary Lyon Elementary School,"(-87.77713699, 41.93417898)",2,Mary Lyon Elementary School,Open Enrollment,General,29.5,23.7,0,0,0,0,Open Enrollment
28,-87.77661589,41.78020486,Nathan Hale Elementary School,"(-87.77661589, 41.78020486)",2,Nathan Hale Elementary School,Open Enrollment,General,19.3,15.6,0,0,0,0,Open Enrollment
30,-87.77245066,41.96561054,Ernst Prussing Elementary School,"(-87.77245066, 41.96561054)",2,Ernst Prussing Elementary School,Open Enrollment,General,31.4,24.5,0,0,0,0,Open Enrollment
33,-87.76894541,41.94300407,Peter A Reinberg Elementary School,"(-87.76894541, 41.94300407)",2,Peter A Reinberg Elementary School,Open Enrollment,General,24,14.7,0,0,0,0,Open Enrollment
34,-87.76717934,41.90678358,Ella Flagg Young Elementary School,"(-87.76717934, 41.90678358)",2,Ella Flagg Young Elementary School,Open Enrollment,General,9.1,8,0,0,0,0,Open Enrollment
35,-87.76655157,41.885506,Edward K Ellington Elementary School,"(-87.76655157, 41.885506)",2,Edward K Ellington Elementary School,Open Enrollment,General,16.1,8,0,0,0,0,Open Enrollment
37,-87.76610809,41.9798092,James B Farnsworth Elementary School,"(-87.76610809, 41.9798092)",2,James B Farnsworth Elementary School,Open Enrollment,General,30.7,25.6,0,0,0,0,Open Enrollment
38,-87.7657438,41.92131717,Dr Jorge Prieto Math and Science,"(-87.7657438, 41.92131717)",2,Dr Jorge Prieto Math and Science,Open Enrollment,General,14.6,8.6,0,0,0,0,Open Enrollment
42,-87.7618211,41.99946016,Edgebrook Elementary School,"(-87.7618211, 41.99946016)",2,Edgebrook Elementary School,Open Enrollment,General,60.2,56.8,0,0,0,0,Open Enrollment
43,-87.76152094,41.92392771,Hanson Park Elementary School,"(-87.76152094, 41.92392771)",2,Hanson Park Elementary School,Open Enrollment,General,14.4,11,0,0,0,0,Open Enrollment
44,-87.76115305,41.93038593,Franz Peter Schubert Elementary School,"(-87.76115305, 41.93038593)",2,Franz Peter Schubert Elementary School,Open Enrollment,General,10.6,10.2,0,0,0,0,Open Enrollment
45,-87.76100593,41.9570151,Portage Park Elementary School,"(-87.76100593, 41.9570151)",2,Portage Park Elementary School,Open Enrollment,General,22.9,21.1,0,0,0,0,Open Enrollment
46,-87.75943557,41.89362521,Julia Ward Howe Elementary School of Excellence,"(-87.75943557, 41.89362521)",2,Julia Ward Howe Elementary School of Excellence,Open Enrollment,General,20.6,9.3,0,0,0,0,Open Enrollment
47,-87.75896524,41.79905206,Mark Twain Elementary School,"(-87.75896524, 41.79905206)",2,Mark Twain Elementary School,Open Enrollment,General,32.3,19.8,0,0,0,0,Open Enrollment
48,-87.75876919,41.77549238,Robert L Grimes Elementary School,"(-87.75876919, 41.77549238)",2,Robert L Grimes Elementary School,Open Enrollment,General,22.1,18.8,0,0,0,0,Open Enrollment
52,-87.75715297,41.94878107,William P Gray Elementary School,"(-87.75715297, 41.94878107)",2,William P Gray Elementary School,Open Enrollment,General,26.1,19.4,0,0,0,0,Open Enrollment
53,-87.75585034,41.89918473,John Hay Elementary Community Academy,"(-87.75585034, 41.89918473)",2,John Hay Elementary Community Academy,Open Enrollment,General,11.9,10,0,0,0,0,Open Enrollment
54,-87.75451319,41.90682528,Leslie Lewis Elementary School,"(-87.75451319, 41.90682528)",2,Leslie Lewis Elementary School,Open Enrollment,General,4,5,0,0,0,0,Open Enrollment
56,-87.74936705,41.93577597,Laughlin Falconer Elementary School,"(-87.74936705, 41.93577597)",2,Laughlin Falconer Elementary School,Open Enrollment,General,21,14.2,0,0,0,0,Open Enrollment
57,-87.74931216,41.87358321,George Leland Elementary School,"(-87.74931216, 41.87358321)",2,Horatio May Elementary Community Academy,Open Enrollment,General,9.4,5.6,1,0,0,0,Open Enrollment
58,-87.74847861,41.91883022,Henry D Lloyd Elementary School,"(-87.74847861, 41.91883022)",2,Henry D Lloyd Elementary School,Open Enrollment,General,23.5,10.5,0,0,0,0,Open Enrollment
60,-87.74720007,41.89214726,Henry H Nash Elementary School,"(-87.74720007, 41.89214726)",2,NA,Open Enrollment,General,NA,NA,NA,0,0,0,Open Enrollment
61,-87.74674645,41.8978464,Ronald E McNair Elementary School,"(-87.74674645, 41.8978464)",2,Ronald E McNair Elementary School,Open Enrollment,General,9.8,5.6,0,0,0,0,Open Enrollment
62,-87.74599137,41.99117332,Sauganash Elementary School,"(-87.74599137, 41.99117332)",2,Sauganash Elementary School,Open Enrollment,General,49.1,34.5,0,0,0,0,Open Enrollment
63,-87.74576315,41.80818821,Phobe Apperson Hearst Elementary School,"(-87.74576315, 41.80818821)",2,Phobe Apperson Hearst Elementary School,Open Enrollment,General,4.9,6.7,0,0,0,0,Open Enrollment
65,-87.73992325,41.77105158,Mariano Azuela Elementary School,"(-87.73992325, 41.77105158)",2,Mariano Azuela Elementary School,Open Enrollment,General,13,11.9,0,0,0,0,Open Enrollment
66,-87.73942514,41.93251118,John Barry Elementary School,"(-87.73942514, 41.93251118)",2,John Barry Elementary School,Open Enrollment,General,15.2,12.4,0,0,0,0,Open Enrollment
67,-87.73917547,41.97326374,John Palmer Elementary School,"(-87.73917547, 41.97326374)",2,John Palmer Elementary School,Open Enrollment,General,25.3,15.1,0,0,0,0,Open Enrollment
69,-87.73434997,41.84139181,Emiliano Zapata Elementary Academy,"(-87.73434997, 41.84139181)",2,Emiliano Zapata Elementary Academy,Open Enrollment,General,21.6,13.7,0,0,0,0,Open Enrollment
70,-87.73398223,41.95890499,Hiram H Belding Elementary School,"(-87.73398223, 41.95890499)",2,Hiram H Belding Elementary School,Open Enrollment,General,27.3,21.4,0,0,0,0,Open Enrollment
72,-87.73262962,41.78688968,Louis Pasteur Elementary School,"(-87.73262962, 41.78688968)",2,Louis Pasteur Elementary School,Open Enrollment,General,15.9,13.7,0,0,0,0,Open Enrollment
73,-87.73240646,41.90691024,West Park Elementary Academy,"(-87.73240646, 41.90691024)",2,West Park Elementary Academy,Open Enrollment,General,10.8,6.9,0,0,0,0,Open Enrollment
74,-87.73222901,41.94164944,Jonathan Y Scammon Elementary School,"(-87.73222901, 41.94164944)",2,Jonathan Y Scammon Elementary School,Open Enrollment,General,14.8,11.9,0,0,0,0,Open Enrollment
75,-87.73177486,41.86049033,Charles Evans Hughes Elementary School,"(-87.73177486, 41.86049033)",2,Charles Evans Hughes Elementary School,Open Enrollment,General,12.2,4.7,0,0,0,0,Open Enrollment
76,-87.73170248,41.74711093,Adlai E Stevenson Elementary School,"(-87.73170248, 41.74711093)",2,Adlai E Stevenson Elementary School,Open Enrollment,General,18.3,15.5,0,0,0,0,Open Enrollment
77,-87.73138368,41.91959342,William P Nixon Elementary School,"(-87.73138368, 41.91959342)",2,William P Nixon Elementary School,Open Enrollment,General,11.2,9.6,0,0,0,0,Open Enrollment
78,-87.73129753,41.9001461,Brian Piccolo Elementary Specialty School,"(-87.73129753, 41.9001461)",2,Brian Piccolo Elementary Specialty School,Open Enrollment,General,3.4,1.6,0,0,0,0,Open Enrollment
79,-87.73122946,41.84559878,Daniel J Corkery Elementary School,"(-87.73122946, 41.84559878)",2,Daniel J Corkery Elementary School,Open Enrollment,General,13.6,8.2,0,0,0,0,Open Enrollment
85,-87.72993324,41.90612797,Alfred Nobel Elementary School,"(-87.72993324, 41.90612797)",2,Alfred Nobel Elementary School,Open Enrollment,General,9.7,7.1,0,0,0,0,Open Enrollment
86,-87.72991927,41.73886352,Durkin Park Elementary School,"(-87.72991927, 41.73886352)",2,Durkin Park Elementary School,Open Enrollment,General,22,16.3,0,0,0,0,Open Enrollment
87,-87.72892174,41.77532831,Richard Henry Lee Elementary School,"(-87.72892174, 41.77532831)",2,Richard Henry Lee Elementary School,Open Enrollment,General,15.6,7.6,0,0,0,0,Open Enrollment
88,-87.72748159,41.86988904,Daniel Webster Elementary School,"(-87.72748159, 41.86988904)",2,Daniel Webster Elementary School,Open Enrollment,General,25.9,21,0,0,0,0,Open Enrollment
92,-87.7255084,41.84006197,Eli Whitney Elementary School,"(-87.7255084, 41.84006197)",2,Eli Whitney Elementary School,Open Enrollment,General,15,9.4,0,0,0,0,Open Enrollment
93,-87.72474354,41.94001885,Federico Garcia Lorca Elementary School,"(-87.72474354, 41.94001885)",2,Federico Garcia Lorca Elementary School,Open Enrollment,General,8.9,7.5,0,0,0,0,Open Enrollment
94,-87.72464875,41.87877166,Genevieve Melody Elementary School,"(-87.72464875, 41.87877166)",2,Edward C Delano Elementary School,Open Enrollment,General,6.8,10.9,1,0,0,0,Open Enrollment
95,-87.72464139,41.97160605,Alessandro Volta Elementary School,"(-87.72464139, 41.97160605)",2,Alessandro Volta Elementary School,Open Enrollment,General,19.9,14.2,0,0,0,0,Open Enrollment
96,-87.72407991,41.99397007,Hannah G Solomon Elementary School,"(-87.72407991, 41.99397007)",2,Hannah G Solomon Elementary School,Open Enrollment,General,52.4,42.8,0,0,0,0,Open Enrollment
97,-87.72389409,41.91480732,Sharon Christa McAuliffe Elementary School,"(-87.72389409, 41.91480732)",2,Sharon Christa McAuliffe Elementary School,Open Enrollment,General,10.4,11,0,0,0,0,Open Enrollment
98,-87.72316496,41.96403525,Helge A Haugan Elementary School,"(-87.72316496, 41.96403525)",2,Helge A Haugan Elementary School,Open Enrollment,General,15.2,10.2,0,0,0,0,Open Enrollment
100,-87.72192541,41.92092734,Wolfgang A Mozart Elementary School,"(-87.72192541, 41.92092734)",2,Wolfgang A Mozart Elementary School,Open Enrollment,General,12,11,0,0,0,0,Open Enrollment
103,-87.72133609,41.85836995,KIPP Ascend Academy Charter Elementary School,"(-87.72133609, 41.85836995)",2,William Penn Elementary School,Open Enrollment,General,8.1,5.5,0,0,0,0,Open Enrollment
104,-87.72133609,41.85836995,William Penn Elementary School,"(-87.72133609, 41.85836995)",2,William Penn Elementary School,Open Enrollment,General,8.1,5.5,0,0,0,0,Open Enrollment
106,-87.71953058,41.94112155,Frank W Reilly Elementary School,"(-87.71953058, 41.94112155)",2,Frank W Reilly Elementary School,Open Enrollment,General,15.5,9.8,0,0,0,0,Open Enrollment
107,-87.71950804,41.7667583,Edward N Hurley Elementary School,"(-87.71950804, 41.7667583)",2,Edward N Hurley Elementary School,Open Enrollment,General,16.4,11.7,0,0,0,0,Open Enrollment
108,-87.71922211,41.78792632,Ferdinand Peck Elementary School,"(-87.71922211, 41.78792632)",2,Ferdinand Peck Elementary School,Open Enrollment,General,23.2,13.8,0,0,0,0,Open Enrollment
110,-87.71883334,41.89321142,Laura S Ward Elementary School,"(-87.71883334, 41.89321142)",2,Martin A Ryerson Elementary School,Open Enrollment,General,23.1,17.1,0,0,0,0,Open Enrollment
111,-87.71870452,41.83709246,Joseph E Gary Elementary School,"(-87.71870452, 41.83709246)",2,Joseph E Gary Elementary School,Open Enrollment,General,14.3,7.6,0,0,0,0,Open Enrollment
112,-87.71867323,41.87071468,John Milton Gregory Elementary School,"(-87.71867323, 41.87071468)",2,John Milton Gregory Elementary School,Open Enrollment,General,24.2,19.5,0,0,0,0,Open Enrollment
